,action,value
2021-07-01,DIVIDEND,0.1975
2021-04-01,DIVIDEND,0.1975
2021-01-07,DIVIDEND,0.188
2020-10-02,DIVIDEND,0.1875
2020-07-02,DIVIDEND,0.1875
2020-04-02,DIVIDEND,0.188
2020-01-02,DIVIDEND,0.173
2019-10-03,DIVIDEND,0.173
2019-07-03,DIVIDEND,0.173
2019-04-04,DIVIDEND,0.173
2019-01-03,DIVIDEND,0.16
2018-10-04,DIVIDEND,0.16
2018-07-03,DIVIDEND,0.16
2018-04-02,DIVIDEND,0.16
2018-01-04,DIVIDEND,0.15
2017-10-05,DIVIDEND,0.15
2017-06-30,DIVIDEND,0.15
2017-03-30,DIVIDEND,0.15
2017-01-04,DIVIDEND,0.14
2016-10-05,DIVIDEND,0.14
