,action,value
2020-03-09,DIVIDEND,0.34
2019-11-18,DIVIDEND,0.34
2019-08-21,DIVIDEND,0.34
2019-05-22,DIVIDEND,0.32
2019-03-06,DIVIDEND,0.32
2018-11-14,DIVIDEND,0.32
2018-08-22,DIVIDEND,0.32
2018-05-23,DIVIDEND,0.3
2018-03-07,DIVIDEND,0.3
2017-11-15,DIVIDEND,0.3
2017-08-22,DIVIDEND,0.3
2017-05-23,DIVIDEND,0.28
2017-03-07,DIVIDEND,0.28
2016-11-15,DIVIDEND,0.26
