,action,value
2021-06-14,DIVIDEND,0.6185
2021-03-12,DIVIDEND,0.6185
2020-12-14,DIVIDEND,0.619
2020-09-14,DIVIDEND,0.6185
2020-06-12,DIVIDEND,0.6185
2020-03-13,DIVIDEND,0.619
2019-12-13,DIVIDEND,0.619
2019-09-13,DIVIDEND,0.611
2019-06-14,DIVIDEND,0.611
2019-03-14,DIVIDEND,0.611
2018-12-14,DIVIDEND,0.611
2018-09-14,DIVIDEND,0.588
2018-06-14,DIVIDEND,0.588
2018-03-14,DIVIDEND,0.588
2017-12-14,DIVIDEND,0.588
2017-09-14,DIVIDEND,0.55
2017-06-13,DIVIDEND,0.55
2017-03-13,DIVIDEND,0.55
2016-12-13,DIVIDEND,0.55
2016-09-08,DIVIDEND,0.485
