,action,value
2021-07-29,DIVIDEND,0.3
2021-04-29,DIVIDEND,0.285
2021-01-28,DIVIDEND,0.285
2020-10-29,DIVIDEND,0.285
2020-07-30,DIVIDEND,0.285
2020-04-24,DIVIDEND,0.285
2020-01-30,DIVIDEND,0.285
2019-10-25,DIVIDEND,0.285
2019-07-26,DIVIDEND,0.285
2019-04-26,DIVIDEND,0.26
2019-01-25,DIVIDEND,0.26
2018-10-26,DIVIDEND,0.26
2018-07-27,DIVIDEND,0.26
2018-04-27,DIVIDEND,0.23
2018-01-26,DIVIDEND,0.23
2017-10-27,DIVIDEND,0.23
2017-07-27,DIVIDEND,0.23
2017-04-26,DIVIDEND,0.2
2017-01-26,DIVIDEND,0.2
2016-10-27,DIVIDEND,0.2
