,action,value
2021-06-09,DIVIDEND,0.49
2021-03-09,DIVIDEND,0.49
2020-12-09,DIVIDEND,0.49
2020-09-09,DIVIDEND,0.48
2020-06-09,DIVIDEND,0.48
2020-03-09,DIVIDEND,0.48
2019-12-09,DIVIDEND,0.48
2019-09-09,DIVIDEND,0.43
2019-06-07,DIVIDEND,0.51
2019-03-07,DIVIDEND,0.48023
2018-12-07,DIVIDEND,0.48023
2018-09-07,DIVIDEND,0.43315
2018-06-07,DIVIDEND,0.43315
2018-03-08,DIVIDEND,0.43315
2017-12-07,DIVIDEND,0.43315
2017-09-07,DIVIDEND,0.39548
2017-09-06,DIVIDEND,0.42
2017-06-07,DIVIDEND,0.39548
2017-03-08,DIVIDEND,0.39548
2016-12-07,DIVIDEND,0.39548
2016-09-07,DIVIDEND,0.3484
