,action,value
2021-08-09,DIVIDEND,0.18
2021-05-24,DIVIDEND,0.18
2021-02-08,DIVIDEND,0.18
2020-11-06,DIVIDEND,0.18
2020-08-07,DIVIDEND,0.18
2020-05-22,DIVIDEND,0.18
2020-01-31,DIVIDEND,0.18
2019-11-07,DIVIDEND,0.18
2019-08-12,DIVIDEND,0.18
2019-05-20,DIVIDEND,0.18
2019-02-01,DIVIDEND,0.18
2018-11-15,DIVIDEND,0.18
2018-08-13,DIVIDEND,0.18
2018-05-21,DIVIDEND,0.18
2018-02-02,DIVIDEND,0.18
2017-11-03,DIVIDEND,0.18
2017-08-09,DIVIDEND,0.17
2017-07-05,DIVIDEND,17.5
2017-05-04,DIVIDEND,0.17
2017-02-02,DIVIDEND,0.17
2016-11-03,DIVIDEND,0.17
