,action,value
2021-08-25,DIVIDEND,0.24
2021-05-26,DIVIDEND,0.24
2021-02-24,DIVIDEND,0.22
2020-11-18,DIVIDEND,0.22
2020-08-19,DIVIDEND,0.22
2020-05-20,DIVIDEND,0.22
2020-02-18,DIVIDEND,0.21
2019-11-20,DIVIDEND,0.21
2019-08-21,DIVIDEND,0.21
2019-05-22,DIVIDEND,0.21
2019-02-20,DIVIDEND,0.2
2018-11-21,DIVIDEND,0.2
2018-08-22,DIVIDEND,0.2
2018-05-23,DIVIDEND,0.2
2018-02-20,DIVIDEND,0.1
2017-11-22,DIVIDEND,0.1
2017-08-22,DIVIDEND,0.1
2017-05-23,DIVIDEND,0.1
2017-02-17,DIVIDEND,0.1
2016-11-22,DIVIDEND,0.1
