,action,value
2021-08-31,DIVIDEND,0.445
2021-05-28,DIVIDEND,0.445
2021-02-26,DIVIDEND,0.445
2020-11-30,DIVIDEND,0.445
2020-08-31,DIVIDEND,0.42
2020-05-29,DIVIDEND,0.42
2020-02-27,DIVIDEND,0.42
2019-11-27,DIVIDEND,0.42
2019-11-26,DIVIDEND,0.375
2019-08-29,DIVIDEND,0.375
2019-05-30,DIVIDEND,0.375
2019-02-28,DIVIDEND,0.375
2018-11-29,DIVIDEND,0.375
2018-08-30,DIVIDEND,0.3
2018-05-31,DIVIDEND,0.3
2018-02-28,DIVIDEND,0.3
2017-11-30,DIVIDEND,0.3
2017-11-29,DIVIDEND,0.225
2017-08-30,DIVIDEND,0.225
2017-05-30,DIVIDEND,0.225
2017-02-27,DIVIDEND,0.225
2016-11-29,DIVIDEND,0.225
