,action,value
2021-07-29,DIVIDEND,0.26
2021-04-29,DIVIDEND,0.26
2021-01-28,DIVIDEND,0.26
2020-10-29,DIVIDEND,0.26
2020-07-30,DIVIDEND,0.24
2020-04-29,DIVIDEND,0.24
2020-01-30,DIVIDEND,0.24
2019-10-30,DIVIDEND,0.24
2019-07-30,DIVIDEND,0.22
2019-04-29,DIVIDEND,0.22
2019-01-30,DIVIDEND,0.22
2018-10-30,DIVIDEND,0.22
2018-07-30,DIVIDEND,0.18
2018-04-27,DIVIDEND,0.18
2018-01-30,DIVIDEND,0.18
2017-10-30,DIVIDEND,0.14
2017-07-27,DIVIDEND,0.14
2017-04-26,DIVIDEND,0.14
2017-01-27,DIVIDEND,0.14
2016-10-27,DIVIDEND,0.12
2016-10-06,SPLIT,0.5
2016-09-19,SPLIT,0.5
