,action,value
2021-08-27,DIVIDEND,1.13
2021-06-04,DIVIDEND,1.13
2021-03-05,DIVIDEND,1.05
2020-11-27,DIVIDEND,1.05
2020-08-28,DIVIDEND,1.05
2020-06-05,DIVIDEND,1.05
2020-02-28,DIVIDEND,1.05
2019-11-29,DIVIDEND,1.05
2019-09-03,DIVIDEND,1.05
2019-06-07,DIVIDEND,1.05
2019-03-01,DIVIDEND,1.0
2019-01-14,DIVIDEND,15.0
2018-12-07,DIVIDEND,1.0
2018-09-04,DIVIDEND,1.0
2018-06-08,DIVIDEND,1.0
2018-03-02,DIVIDEND,1.0
2017-12-04,DIVIDEND,0.9
2017-09-01,DIVIDEND,0.9
2017-06-01,DIVIDEND,0.9
2017-03-02,DIVIDEND,0.85
2016-11-25,DIVIDEND,0.85
