,action,value
2021-08-09,DIVIDEND,0.2
2021-05-07,DIVIDEND,0.2
2021-02-16,DIVIDEND,0.2
2020-12-03,DIVIDEND,0.2
2020-08-11,DIVIDEND,0.175
2020-05-08,DIVIDEND,0.175
2020-02-07,DIVIDEND,0.175
2019-11-26,DIVIDEND,0.175
2019-08-09,DIVIDEND,0.15
2019-05-10,DIVIDEND,0.15
2019-02-08,DIVIDEND,0.15
2018-11-23,DIVIDEND,0.15
2018-08-07,DIVIDEND,0.125
2018-05-10,DIVIDEND,0.125
2018-02-22,DIVIDEND,0.125
2017-11-30,DIVIDEND,0.125
2017-08-07,DIVIDEND,0.1
2017-05-03,DIVIDEND,0.1
2017-02-01,DIVIDEND,0.1
2016-11-23,DIVIDEND,0.1
