,action,value
2021-07-09,DIVIDEND,0.34
2021-04-09,DIVIDEND,0.34
2020-12-30,DIVIDEND,0.34
2020-12-01,SPLIT,0.5
2020-10-02,DIVIDEND,0.31
2020-07-02,DIVIDEND,0.31
2020-04-09,DIVIDEND,0.31
2019-12-30,DIVIDEND,0.31
2019-10-04,DIVIDEND,0.285
2019-07-05,DIVIDEND,0.285
2019-04-05,DIVIDEND,0.285
2018-12-28,DIVIDEND,0.285
2018-10-05,DIVIDEND,0.26
2018-07-06,DIVIDEND,0.26
2018-04-06,DIVIDEND,0.26
2017-12-28,DIVIDEND,0.26
2017-10-06,DIVIDEND,0.235
2017-07-06,DIVIDEND,0.235
2017-04-06,DIVIDEND,0.235
2016-12-28,DIVIDEND,0.235
2016-10-06,DIVIDEND,0.215
