,action,value
2021-08-09,DIVIDEND,0.76
2021-05-03,DIVIDEND,0.76
2021-02-08,DIVIDEND,0.75
2020-11-05,DIVIDEND,0.75
2020-08-10,DIVIDEND,0.75
2020-05-04,DIVIDEND,0.75
2020-02-10,DIVIDEND,0.75
2019-11-07,DIVIDEND,0.75
2019-08-12,DIVIDEND,0.75
2019-05-09,DIVIDEND,0.75
2019-02-11,DIVIDEND,0.74
2018-11-05,DIVIDEND,0.74
2018-08-09,DIVIDEND,0.74
2018-05-09,DIVIDEND,0.74
2018-02-08,DIVIDEND,0.52
2017-11-06,DIVIDEND,0.52
2017-08-07,DIVIDEND,0.52
2017-05-08,DIVIDEND,0.52
2017-02-07,DIVIDEND,0.4
2016-11-04,DIVIDEND,0.4
