,action,value
2021-08-05,DIVIDEND,0.435
2021-05-06,DIVIDEND,0.435
2021-02-04,DIVIDEND,0.435
2020-11-05,DIVIDEND,0.4075
2020-08-06,DIVIDEND,0.4075
2020-05-14,DIVIDEND,0.4075
2020-02-06,DIVIDEND,0.408
2019-10-31,DIVIDEND,0.383
2019-08-01,DIVIDEND,0.383
2019-05-02,DIVIDEND,0.383
2019-01-31,DIVIDEND,0.383
2018-11-01,DIVIDEND,0.358
2018-08-02,DIVIDEND,0.358
2018-05-03,DIVIDEND,0.358
2018-02-15,DIVIDEND,0.358
2017-11-02,DIVIDEND,0.333
2017-08-02,DIVIDEND,0.333
2017-05-03,DIVIDEND,0.333
2017-02-01,DIVIDEND,0.333
2016-11-02,DIVIDEND,0.31
