,action,value
2021-07-28,DIVIDEND,0.22
2021-04-28,DIVIDEND,0.22
2021-01-27,DIVIDEND,0.2
2020-10-28,DIVIDEND,0.2
2020-07-29,DIVIDEND,0.2
2020-04-29,DIVIDEND,0.2
2020-01-29,DIVIDEND,0.19
2019-10-30,DIVIDEND,0.19
2019-07-24,DIVIDEND,0.19
2019-04-24,DIVIDEND,0.19
2019-01-30,DIVIDEND,0.18
2018-10-24,DIVIDEND,0.18
2018-07-25,DIVIDEND,0.18
2018-04-25,DIVIDEND,0.18
2018-01-24,DIVIDEND,0.17
2017-10-25,DIVIDEND,0.17
2017-07-25,DIVIDEND,0.17
2017-04-25,DIVIDEND,0.17
2017-03-15,DIVIDEND,15.5
2017-01-24,DIVIDEND,0.16
2016-10-25,DIVIDEND,0.16
