,action,value
2021-06-08,DIVIDEND,0.125
2021-02-19,DIVIDEND,0.125
2020-11-20,DIVIDEND,0.125
2020-08-21,DIVIDEND,0.125
2020-06-09,DIVIDEND,0.125
2020-02-21,DIVIDEND,0.125
2020-02-03,DIVIDEND,12.0
2019-11-22,DIVIDEND,0.125
2019-08-23,DIVIDEND,0.075
2019-06-07,DIVIDEND,0.075
2019-02-15,DIVIDEND,0.075
2018-11-16,DIVIDEND,0.075
2018-08-17,DIVIDEND,0.075
2018-06-07,DIVIDEND,0.075
2018-02-21,DIVIDEND,0.075
2017-11-17,DIVIDEND,0.075
2017-08-17,DIVIDEND,0.075
2017-06-05,DIVIDEND,0.075
2017-02-15,DIVIDEND,0.075
2016-11-17,DIVIDEND,0.075
