,action,value
2021-08-18,DIVIDEND,0.42
2021-05-12,DIVIDEND,0.39
2021-02-10,DIVIDEND,0.39
2020-11-10,DIVIDEND,0.39
2020-08-19,DIVIDEND,0.39
2020-05-13,DIVIDEND,0.39
2020-02-12,DIVIDEND,0.39
2019-11-06,DIVIDEND,0.39
2019-08-14,DIVIDEND,0.39
2019-05-08,DIVIDEND,0.37
2019-02-06,DIVIDEND,0.37
2018-11-07,DIVIDEND,0.37
2018-08-15,DIVIDEND,0.37
2018-05-09,DIVIDEND,0.35
2018-02-07,DIVIDEND,0.35
2017-11-08,DIVIDEND,0.35
2017-08-15,DIVIDEND,0.35
2017-05-09,DIVIDEND,0.33
2017-02-07,DIVIDEND,0.33
2016-11-08,DIVIDEND,0.33
