,action,value
2021-06-10,DIVIDEND,0.195
2021-03-11,DIVIDEND,0.195
2020-12-16,DIVIDEND,0.195
2020-09-09,DIVIDEND,0.195
2020-06-11,DIVIDEND,0.195
2020-03-12,DIVIDEND,0.195
2019-12-12,DIVIDEND,0.195
2019-09-12,DIVIDEND,0.01
2019-06-13,DIVIDEND,0.01
2019-03-14,DIVIDEND,0.01
2018-12-13,DIVIDEND,0.01
2018-09-13,DIVIDEND,0.01
2018-06-14,DIVIDEND,0.01
2018-03-15,DIVIDEND,0.01
2017-12-14,DIVIDEND,0.01
2017-09-14,DIVIDEND,0.01
2017-06-07,DIVIDEND,0.013
2017-02-08,DIVIDEND,0.01
2016-11-09,DIVIDEND,0.01
2016-11-08,DIVIDEND,0.01
