,action,value
2021-08-25,DIVIDEND,0.77
2021-05-25,DIVIDEND,0.77
2021-02-23,DIVIDEND,0.77
2020-11-24,DIVIDEND,0.67
2020-08-25,DIVIDEND,0.67
2020-05-26,DIVIDEND,0.67
2020-02-25,DIVIDEND,0.67
2019-11-25,DIVIDEND,0.57
2019-08-26,DIVIDEND,0.57
2019-05-28,DIVIDEND,0.57
2019-02-25,DIVIDEND,0.57
2018-11-27,DIVIDEND,0.5
2018-08-27,DIVIDEND,0.5
2018-05-25,DIVIDEND,0.5
2018-02-23,DIVIDEND,0.5
2017-11-27,DIVIDEND,0.41
2017-08-24,DIVIDEND,0.41
2017-05-24,DIVIDEND,0.41
2017-02-22,DIVIDEND,0.41
2016-11-23,DIVIDEND,0.36
