,action,value
2021-07-01,DIVIDEND,0.49
2021-03-31,DIVIDEND,0.49
2020-12-31,DIVIDEND,0.49
2020-10-01,DIVIDEND,0.45
2020-07-02,DIVIDEND,0.45
2020-04-02,DIVIDEND,0.45
2020-01-02,DIVIDEND,0.45
2019-10-03,DIVIDEND,0.41
2019-07-03,DIVIDEND,0.41
2019-04-04,DIVIDEND,0.41
2019-01-03,DIVIDEND,0.41
2018-10-04,DIVIDEND,0.4
2018-07-05,DIVIDEND,0.4
2018-04-05,DIVIDEND,0.4
2018-01-04,DIVIDEND,0.4
2017-10-05,DIVIDEND,0.39
2017-07-05,DIVIDEND,0.39
2017-04-05,DIVIDEND,0.39
2017-01-04,DIVIDEND,0.39
2016-10-05,DIVIDEND,0.38
