,action,value
2021-06-09,DIVIDEND,1.13
2021-03-09,DIVIDEND,1.13
2020-12-04,DIVIDEND,0.95
2020-09-09,DIVIDEND,0.95
2020-06-09,DIVIDEND,0.95
2020-03-13,DIVIDEND,0.95
2019-12-04,DIVIDEND,0.8
2019-09-09,DIVIDEND,0.8
2019-06-07,DIVIDEND,0.8
2019-03-15,DIVIDEND,0.8
2018-12-04,DIVIDEND,0.75
2018-09-07,DIVIDEND,0.75
2018-06-07,DIVIDEND,0.75
2018-03-08,DIVIDEND,0.75
2017-12-04,DIVIDEND,0.7
2017-09-07,DIVIDEND,0.7
2017-06-07,DIVIDEND,0.65
2017-03-08,DIVIDEND,0.65
2016-12-01,DIVIDEND,0.65
2016-09-07,DIVIDEND,0.65
