,action,value
2021-08-03,DIVIDEND,0.66
2021-05-11,DIVIDEND,0.66
2021-02-09,DIVIDEND,0.66
2020-11-09,DIVIDEND,0.6
2020-08-04,DIVIDEND,0.6
2020-05-12,DIVIDEND,0.6
2020-02-11,DIVIDEND,0.6
2019-11-05,DIVIDEND,0.51
2019-08-06,DIVIDEND,0.51
2019-05-07,DIVIDEND,0.51
2019-02-12,DIVIDEND,0.51
2018-11-06,DIVIDEND,0.42
2018-08-08,DIVIDEND,0.42
2018-05-08,DIVIDEND,0.42
2018-02-13,DIVIDEND,0.42
2017-11-07,DIVIDEND,0.33
2017-08-08,DIVIDEND,0.33
2017-05-09,DIVIDEND,0.33
2017-02-07,DIVIDEND,0.33
2016-11-07,DIVIDEND,0.26
