,action,value
2021-06-29,DIVIDEND,0.28
2021-03-30,DIVIDEND,0.28
2020-12-30,DIVIDEND,0.28
2020-09-29,DIVIDEND,0.27
2020-07-14,DIVIDEND,0.27
2020-03-30,DIVIDEND,0.27
2019-12-30,DIVIDEND,0.27
2019-09-27,DIVIDEND,0.26
2019-06-27,DIVIDEND,0.26
2019-03-28,DIVIDEND,0.26
2018-12-28,DIVIDEND,0.26
2018-09-27,DIVIDEND,0.23
2018-06-28,DIVIDEND,0.23
2018-03-28,DIVIDEND,3.0
2017-12-22,DIVIDEND,0.23
2017-09-28,DIVIDEND,0.2
2017-06-28,DIVIDEND,0.2
2017-03-29,DIVIDEND,0.2
2016-12-28,DIVIDEND,0.2
2016-09-28,DIVIDEND,0.18
