,action,value
2021-08-31,DIVIDEND,0.58
2021-05-28,DIVIDEND,0.58
2021-03-01,DIVIDEND,0.57
2020-11-30,DIVIDEND,0.57
2020-08-31,DIVIDEND,0.57
2020-05-29,DIVIDEND,0.57
2020-03-02,DIVIDEND,0.57
2019-11-29,DIVIDEND,0.57
2019-08-30,DIVIDEND,0.57
2019-05-31,DIVIDEND,0.56
2019-03-04,DIVIDEND,0.56
2018-11-30,DIVIDEND,0.56
2018-08-31,DIVIDEND,0.56
2018-05-31,DIVIDEND,0.54
2018-03-02,DIVIDEND,0.54
2017-11-30,DIVIDEND,0.54
2017-08-30,DIVIDEND,0.54
2017-05-30,DIVIDEND,0.52
2017-02-27,DIVIDEND,0.52
2016-11-29,DIVIDEND,0.52
