,action,value
2021-08-12,DIVIDEND,0.24
2021-05-18,DIVIDEND,0.24
2021-02-10,DIVIDEND,0.2
2020-11-12,DIVIDEND,0.2
2020-08-13,DIVIDEND,0.2
2020-05-18,DIVIDEND,0.2
2020-02-13,DIVIDEND,0.465
2019-11-18,DIVIDEND,0.465
2019-08-08,DIVIDEND,0.455
2019-05-09,DIVIDEND,0.455
2019-02-14,DIVIDEND,0.455
2018-11-08,DIVIDEND,0.455
2018-08-09,DIVIDEND,0.43
2018-05-03,DIVIDEND,0.43
2018-02-15,DIVIDEND,0.43
2017-11-09,DIVIDEND,0.43
2017-08-09,DIVIDEND,0.4
2017-05-03,DIVIDEND,0.4
2017-02-08,DIVIDEND,0.4
2016-11-17,DIVIDEND,0.4
