,action,value
2021-08-12,DIVIDEND,0.505
2021-05-13,DIVIDEND,0.505
2021-02-11,DIVIDEND,0.505
2020-11-12,DIVIDEND,0.505
2020-08-13,DIVIDEND,0.5
2020-05-14,DIVIDEND,0.5
2020-02-13,DIVIDEND,0.5
2019-11-14,DIVIDEND,0.5
2019-08-15,DIVIDEND,0.49
2019-05-16,DIVIDEND,0.49
2019-02-14,DIVIDEND,0.49
2018-11-15,DIVIDEND,0.49
2018-08-16,DIVIDEND,0.485
2018-05-10,DIVIDEND,0.485
2018-02-15,DIVIDEND,0.485
2017-11-16,DIVIDEND,0.485
2017-08-09,DIVIDEND,0.48
2017-05-10,DIVIDEND,0.48
2017-02-15,DIVIDEND,0.48
2016-11-09,DIVIDEND,0.48
2016-11-08,DIVIDEND,0.48
