,action,value
2021-06-14,DIVIDEND,0.42
2021-03-12,DIVIDEND,0.42
2020-11-30,DIVIDEND,0.41
2020-09-14,DIVIDEND,0.41
2020-06-12,DIVIDEND,0.41
2020-03-13,DIVIDEND,0.41
2019-11-29,DIVIDEND,0.4
2019-09-13,DIVIDEND,0.4
2019-06-13,DIVIDEND,0.4
2019-03-14,DIVIDEND,0.4
2018-11-29,DIVIDEND,0.39
2018-09-13,DIVIDEND,0.39
2018-06-14,DIVIDEND,0.39
2018-03-14,DIVIDEND,0.39
2017-11-30,DIVIDEND,0.37
2017-09-14,DIVIDEND,0.37
2017-06-13,DIVIDEND,0.37
2017-03-13,DIVIDEND,0.37
2016-11-29,DIVIDEND,0.35
2016-09-13,DIVIDEND,0.35
