,action,value
2021-08-06,DIVIDEND,1.62
2021-05-07,DIVIDEND,1.62
2021-02-05,DIVIDEND,1.53
2020-11-06,DIVIDEND,1.53
2020-08-07,DIVIDEND,1.53
2020-05-08,DIVIDEND,1.44
2020-02-07,DIVIDEND,1.44
2019-11-07,DIVIDEND,1.44
2019-08-09,DIVIDEND,1.44
2019-05-10,DIVIDEND,1.44
2019-02-08,DIVIDEND,1.36
2018-11-08,DIVIDEND,1.36
2018-08-10,DIVIDEND,1.36
2018-05-11,DIVIDEND,1.36
2018-02-09,DIVIDEND,1.28
2017-11-10,DIVIDEND,1.28
2017-08-10,DIVIDEND,1.28
2017-05-04,DIVIDEND,1.28
2017-02-09,DIVIDEND,1.22
2016-11-09,DIVIDEND,1.22
