,action,value
2021-06-01,DIVIDEND,0.2
2021-03-02,DIVIDEND,0.2
2020-12-01,DIVIDEND,0.15
2020-09-01,DIVIDEND,0.15
2020-06-02,DIVIDEND,0.15
2020-03-25,SPLIT,0.6666666666666666
2020-03-03,DIVIDEND,0.15333
2019-12-03,DIVIDEND,0.11333
2019-09-03,DIVIDEND,0.11333
2019-06-04,DIVIDEND,0.11333
2019-03-05,DIVIDEND,0.11333
2018-12-06,DIVIDEND,0.08667
2018-12-05,DIVIDEND,0.13
2018-09-05,DIVIDEND,0.08667
2018-06-05,DIVIDEND,0.08667
2018-03-05,DIVIDEND,0.08667
2017-12-05,DIVIDEND,0.06667
2017-09-01,DIVIDEND,0.06667
2017-06-02,DIVIDEND,0.06667
2017-03-02,DIVIDEND,0.06667
