,action,value
2021-08-30,DIVIDEND,0.5
2021-05-27,DIVIDEND,0.495
2021-02-25,DIVIDEND,0.495
2020-11-27,DIVIDEND,0.495
2020-08-28,DIVIDEND,0.495
2020-05-28,DIVIDEND,0.49
2020-02-27,DIVIDEND,0.49
2019-11-27,DIVIDEND,0.49
2019-08-29,DIVIDEND,0.49
2019-05-30,DIVIDEND,0.48
2019-02-27,DIVIDEND,0.48
2018-11-29,DIVIDEND,0.48
2018-08-30,DIVIDEND,0.48
2018-05-30,DIVIDEND,0.47
2018-05-09,SPLIT,0.8077544426494345
2018-02-27,DIVIDEND,0.37964
2017-11-29,DIVIDEND,0.37964
2017-08-29,DIVIDEND,0.37964
2017-05-26,DIVIDEND,0.35541
2017-02-24,DIVIDEND,0.35541
2016-11-28,DIVIDEND,0.35541
