,action,value
2021-05-11,DIVIDEND,0.34
2021-02-08,DIVIDEND,0.32
2020-12-17,DIVIDEND,0.7
2020-11-09,DIVIDEND,0.32
2020-08-10,DIVIDEND,0.32
2020-05-11,DIVIDEND,0.32
2020-02-10,DIVIDEND,0.32
2019-12-19,DIVIDEND,2.3
2019-11-08,DIVIDEND,0.32
2019-08-13,DIVIDEND,0.32
2019-05-13,DIVIDEND,0.32
2019-02-11,DIVIDEND,0.32
2018-12-13,DIVIDEND,2.0
2018-11-09,DIVIDEND,0.28
2018-08-13,DIVIDEND,0.28
2018-05-14,DIVIDEND,0.28
2018-02-12,DIVIDEND,0.25
2017-12-13,DIVIDEND,1.2
2017-11-13,DIVIDEND,0.25
2017-08-14,DIVIDEND,0.25
2017-05-17,DIVIDEND,0.25
2017-02-10,DIVIDEND,0.24
2016-12-14,DIVIDEND,0.6
2016-11-16,DIVIDEND,0.24
