,action,value
2021-08-19,DIVIDEND,1.23
2021-05-20,DIVIDEND,1.23
2021-02-22,DIVIDEND,1.23
2020-11-19,DIVIDEND,1.23
2020-08-19,DIVIDEND,1.08
2020-05-20,DIVIDEND,1.08
2020-02-21,DIVIDEND,1.08
2019-11-19,DIVIDEND,1.08
2019-08-19,DIVIDEND,0.95
2019-05-20,DIVIDEND,0.95
2019-02-22,DIVIDEND,0.95
2018-11-19,DIVIDEND,0.95
2018-08-16,DIVIDEND,0.82
2018-05-18,DIVIDEND,0.82
2018-03-01,DIVIDEND,0.82
2017-11-16,DIVIDEND,0.82
2017-08-16,DIVIDEND,0.71
2017-05-17,DIVIDEND,0.71
2017-02-22,DIVIDEND,0.71
2016-11-16,DIVIDEND,0.71
