,action,value
2021-06-08,DIVIDEND,0.55
2021-03-09,DIVIDEND,0.55
2020-12-08,DIVIDEND,0.515
2020-09-08,DIVIDEND,0.495
2020-06-09,DIVIDEND,0.495
2020-03-10,DIVIDEND,0.495
2019-12-10,DIVIDEND,0.495
2019-09-10,DIVIDEND,0.475
2019-06-11,DIVIDEND,0.475
2019-03-12,DIVIDEND,0.475
2018-12-11,DIVIDEND,0.475
2018-09-11,DIVIDEND,0.458
2018-06-12,DIVIDEND,0.458
2018-03-13,DIVIDEND,0.458
2017-12-12,DIVIDEND,0.458
2017-09-12,DIVIDEND,0.44
2017-06-12,DIVIDEND,0.44
2017-03-10,DIVIDEND,0.44
2016-12-05,DIVIDEND,0.44
2016-09-06,DIVIDEND,0.425
