,action,value
2021-08-30,DIVIDEND,0.81
2021-06-03,DIVIDEND,0.81
2021-03-03,DIVIDEND,0.81
2020-11-27,DIVIDEND,0.54
2020-08-27,DIVIDEND,0.54
2020-05-28,DIVIDEND,0.54
2020-02-28,DIVIDEND,0.54
2019-11-27,DIVIDEND,0.5
2019-08-29,DIVIDEND,0.5
2019-05-30,DIVIDEND,0.5
2019-02-27,DIVIDEND,0.5
2018-11-29,DIVIDEND,0.46
2018-08-30,DIVIDEND,0.46
2018-05-30,DIVIDEND,0.46
2018-03-02,DIVIDEND,0.46
2017-11-29,DIVIDEND,0.37
2017-08-29,DIVIDEND,0.37
2017-06-01,DIVIDEND,0.37
2017-02-24,DIVIDEND,0.37
2016-11-28,DIVIDEND,0.33
