,action,value
2021-06-16,DIVIDEND,0.63
2021-03-16,DIVIDEND,0.63
2020-12-15,DIVIDEND,0.6
2020-09-15,DIVIDEND,0.6
2020-06-16,DIVIDEND,0.6
2020-03-17,DIVIDEND,0.6
2019-12-18,DIVIDEND,0.56
2019-09-17,DIVIDEND,0.56
2019-06-18,DIVIDEND,0.56
2019-03-19,DIVIDEND,0.56
2018-12-18,DIVIDEND,0.53
2018-09-18,DIVIDEND,0.53
2018-06-19,DIVIDEND,0.53
2018-03-20,DIVIDEND,0.53
2017-12-19,DIVIDEND,0.5
2017-11-30,DIVIDEND,0.5
2017-09-21,DIVIDEND,0.5
2017-06-19,DIVIDEND,0.5
2017-03-20,DIVIDEND,0.5
2016-12-19,DIVIDEND,0.48
2016-09-19,DIVIDEND,0.48
