,action,value
2021-07-07,DIVIDEND,0.5625
2021-04-01,DIVIDEND,0.5625
2021-01-07,DIVIDEND,0.563
2020-10-05,DIVIDEND,0.5125
2020-07-07,DIVIDEND,0.5125
2020-04-07,DIVIDEND,0.513
2020-01-08,DIVIDEND,0.513
2019-10-03,DIVIDEND,0.463
2019-07-05,DIVIDEND,0.463
2019-04-05,DIVIDEND,0.463
2019-01-08,DIVIDEND,0.463
2018-10-04,DIVIDEND,0.413
2018-07-06,DIVIDEND,0.413
2018-04-06,DIVIDEND,0.413
2018-01-08,DIVIDEND,0.413
2017-10-05,DIVIDEND,0.35
2017-07-05,DIVIDEND,0.35
2017-04-05,DIVIDEND,0.35
2017-01-05,DIVIDEND,0.35
2016-10-05,DIVIDEND,0.3
