,action,value
2021-09-02,DIVIDEND,0.43
2021-05-27,DIVIDEND,0.4
2021-02-23,DIVIDEND,0.4
2020-11-23,DIVIDEND,0.4
2020-08-26,DIVIDEND,0.4
2020-06-11,DIVIDEND,0.37
2020-02-24,DIVIDEND,0.37
2019-11-25,DIVIDEND,0.37
2019-09-09,DIVIDEND,0.37
2019-06-11,DIVIDEND,0.34
2019-02-26,DIVIDEND,0.34
2018-11-27,DIVIDEND,0.34
2018-08-28,DIVIDEND,0.34
2018-06-07,DIVIDEND,0.31
2018-02-27,DIVIDEND,0.31
2017-11-21,DIVIDEND,0.31
2017-08-25,DIVIDEND,0.31
2017-06-05,DIVIDEND,0.28
2017-02-24,DIVIDEND,0.28
2016-11-21,DIVIDEND,0.28
