,action,value
2021-05-13,DIVIDEND,0.75
2021-02-11,DIVIDEND,0.75
2020-11-05,DIVIDEND,3.51
2019-11-07,DIVIDEND,2.55
2018-11-08,DIVIDEND,2.05
2017-11-09,DIVIDEND,1.62
2016-11-02,DIVIDEND,1.33
