,action,value
2021-07-29,DIVIDEND,0.403
2021-04-29,DIVIDEND,0.403
2021-01-28,DIVIDEND,0.403
2020-10-29,DIVIDEND,0.38
2020-07-30,DIVIDEND,0.38
2020-04-29,DIVIDEND,0.38
2020-01-30,DIVIDEND,0.38
2019-10-30,DIVIDEND,0.355
2019-07-30,DIVIDEND,0.355
2019-04-29,DIVIDEND,0.355
2019-01-30,DIVIDEND,0.355
2018-10-30,DIVIDEND,0.335
2018-07-30,DIVIDEND,0.335
2018-04-27,DIVIDEND,0.335
2018-01-30,DIVIDEND,0.336
2017-10-30,DIVIDEND,0.315
2017-07-27,DIVIDEND,0.315
2017-04-26,DIVIDEND,0.315
2017-01-27,DIVIDEND,0.315
2016-10-27,DIVIDEND,0.294
