,action,value
2021-06-10,DIVIDEND,0.7
2021-03-09,DIVIDEND,0.7
2020-12-18,DIVIDEND,0.65
2020-09-18,DIVIDEND,0.65
2020-06-11,DIVIDEND,0.65
2020-03-09,DIVIDEND,0.65
2019-12-19,DIVIDEND,0.65
2019-09-19,DIVIDEND,0.65
2019-06-13,DIVIDEND,0.65
2019-03-08,DIVIDEND,0.65
2018-12-20,DIVIDEND,0.6
2018-09-20,DIVIDEND,0.6
2018-06-13,DIVIDEND,0.6
2018-03-08,DIVIDEND,0.6
2017-12-18,DIVIDEND,0.6
2017-09-21,DIVIDEND,0.55
2017-06-12,DIVIDEND,0.55
2017-03-07,DIVIDEND,0.55
2016-12-15,DIVIDEND,0.55
2016-09-20,DIVIDEND,0.55
