,action,value
2021-08-18,DIVIDEND,0.5
2021-05-19,DIVIDEND,0.44
2021-02-17,DIVIDEND,0.44
2020-11-18,DIVIDEND,0.44
2020-08-19,DIVIDEND,0.44
2020-05-20,DIVIDEND,0.44
2020-02-19,DIVIDEND,0.44
2019-11-20,DIVIDEND,0.44
2019-08-21,DIVIDEND,0.44
2019-05-23,DIVIDEND,0.4
2019-02-20,DIVIDEND,0.4
2018-11-20,DIVIDEND,0.4
2018-08-22,DIVIDEND,0.4
2018-05-23,DIVIDEND,0.35
2018-02-21,DIVIDEND,0.35
2017-11-21,DIVIDEND,0.35
2017-08-22,DIVIDEND,0.35
2017-05-09,DIVIDEND,0.3
2017-02-07,DIVIDEND,0.3
2016-11-01,DIVIDEND,0.3
