,action,value
2021-08-12,DIVIDEND,0.985
2021-05-13,DIVIDEND,0.965
2021-02-11,DIVIDEND,0.965
2020-11-12,DIVIDEND,0.965
2020-08-13,DIVIDEND,0.965
2020-05-14,DIVIDEND,0.945
2020-02-13,DIVIDEND,0.945
2019-11-14,DIVIDEND,0.945
2019-08-15,DIVIDEND,0.945
2019-05-16,DIVIDEND,0.928
2019-02-14,DIVIDEND,0.928
2018-11-15,DIVIDEND,0.928
2018-08-16,DIVIDEND,0.928
2018-05-17,DIVIDEND,0.89
2018-02-15,DIVIDEND,0.89
2017-11-16,DIVIDEND,0.89
2017-08-16,DIVIDEND,0.89
2017-05-17,DIVIDEND,0.855
2017-02-15,DIVIDEND,0.855
2016-11-16,DIVIDEND,0.855
