,action,value
2021-08-31,DIVIDEND,0.47
2021-05-28,DIVIDEND,0.42
2021-03-01,DIVIDEND,0.42
2020-11-30,DIVIDEND,0.42
2020-08-31,DIVIDEND,0.42
2020-05-29,DIVIDEND,0.41
2020-02-28,DIVIDEND,0.41
2019-11-29,DIVIDEND,0.41
2019-08-30,DIVIDEND,0.41
2019-05-31,DIVIDEND,0.39
2019-02-28,DIVIDEND,0.39
2018-11-30,DIVIDEND,0.39
2018-08-31,DIVIDEND,0.39
2018-05-31,DIVIDEND,0.34
2018-02-28,DIVIDEND,0.34
2017-11-30,DIVIDEND,0.34
2017-08-30,DIVIDEND,0.34
2017-06-01,DIVIDEND,0.28
2017-02-27,DIVIDEND,0.28
2016-11-29,DIVIDEND,0.28
