,action,value
2021-09-02,DIVIDEND,0.28
2021-06-03,DIVIDEND,0.28
2021-02-25,DIVIDEND,0.245
2020-12-03,DIVIDEND,0.245
2020-08-28,DIVIDEND,0.245
2020-06-04,DIVIDEND,0.245
2020-02-27,DIVIDEND,0.22
2019-12-05,DIVIDEND,0.22
2019-08-29,DIVIDEND,0.22
2019-06-06,DIVIDEND,0.22
2019-02-28,DIVIDEND,0.19
2018-11-30,DIVIDEND,0.19
2018-08-30,DIVIDEND,0.19
2018-05-31,DIVIDEND,0.19
2018-03-01,DIVIDEND,0.16
2017-11-30,DIVIDEND,0.16
2017-08-30,DIVIDEND,0.16
2017-05-31,DIVIDEND,0.16
2017-03-01,DIVIDEND,0.13
2016-11-30,DIVIDEND,0.13
