,action,value
2021-08-12,DIVIDEND,0.12
2021-05-06,DIVIDEND,0.12
2021-02-11,DIVIDEND,0.12
2020-11-12,DIVIDEND,0.12
2020-08-13,DIVIDEND,0.12
2020-05-07,DIVIDEND,0.12
2020-02-06,DIVIDEND,0.12
2019-11-14,DIVIDEND,0.12
2019-08-08,DIVIDEND,0.12
2019-05-09,DIVIDEND,0.12
2019-02-07,DIVIDEND,0.12
2018-11-15,DIVIDEND,0.12
2018-08-09,DIVIDEND,0.12
2018-05-10,DIVIDEND,0.12
2018-02-08,DIVIDEND,0.12
2017-11-10,DIVIDEND,0.12
2017-08-10,DIVIDEND,0.12
2017-07-28,DIVIDEND,0.12
2017-05-10,DIVIDEND,0.1
2017-02-08,DIVIDEND,0.1
2016-11-09,DIVIDEND,0.1
