,action,value
2021-07-29,DIVIDEND,0.79
2021-04-29,DIVIDEND,0.79
2021-02-04,DIVIDEND,0.7
2020-12-01,DIVIDEND,10.0
2020-10-29,DIVIDEND,0.7
2020-07-30,DIVIDEND,0.7
2020-04-30,DIVIDEND,0.7
2020-02-06,DIVIDEND,0.65
2019-10-31,DIVIDEND,0.65
2019-08-29,DIVIDEND,0.65
2019-05-09,DIVIDEND,0.65
2019-02-07,DIVIDEND,0.57
2018-11-08,DIVIDEND,0.57
2018-08-30,DIVIDEND,0.57
2018-05-10,DIVIDEND,0.57
2018-02-15,DIVIDEND,0.5
2017-11-16,DIVIDEND,0.5
2017-08-16,DIVIDEND,0.5
2017-05-10,DIVIDEND,0.5
2017-05-08,DIVIDEND,7.0
2017-02-08,DIVIDEND,0.45
2016-11-02,DIVIDEND,0.45
