,action,value
2021-06-10,DIVIDEND,0.14
2021-03-11,DIVIDEND,0.14
2020-12-15,DIVIDEND,0.14
2020-09-18,DIVIDEND,0.12
2020-06-11,DIVIDEND,0.12
2020-03-12,DIVIDEND,0.12
2019-12-17,DIVIDEND,0.12
2019-09-17,DIVIDEND,0.11
2019-06-13,DIVIDEND,0.11
2019-03-14,DIVIDEND,0.11
2018-12-17,DIVIDEND,0.11
2018-09-17,DIVIDEND,0.09
2018-06-06,DIVIDEND,0.09
2018-03-15,DIVIDEND,0.09
2017-12-11,DIVIDEND,0.09
2017-09-18,DIVIDEND,0.09
2017-06-06,DIVIDEND,0.09
2017-03-08,DIVIDEND,0.09
2016-12-16,DIVIDEND,0.09
2016-09-16,DIVIDEND,0.09
