,action,value
2021-08-25,DIVIDEND,0.28
2021-05-26,DIVIDEND,0.28
2021-02-17,DIVIDEND,0.28
2020-11-04,DIVIDEND,0.26
2020-08-26,DIVIDEND,0.26
2020-05-27,DIVIDEND,0.26
2020-02-26,DIVIDEND,0.26
2019-10-30,DIVIDEND,0.24
2019-08-28,DIVIDEND,0.24
2019-05-29,DIVIDEND,0.24
2019-02-13,DIVIDEND,0.24
2018-10-31,DIVIDEND,0.21
2018-08-29,DIVIDEND,0.21
2018-05-23,DIVIDEND,0.21
2018-02-14,DIVIDEND,0.21
2017-11-01,DIVIDEND,0.18
2017-08-29,DIVIDEND,0.18
2017-05-23,DIVIDEND,0.18
2017-02-14,DIVIDEND,0.18
2016-11-07,DIVIDEND,0.155
