,action,value
2021-07-29,DIVIDEND,0.22
2021-04-29,DIVIDEND,0.22
2021-02-08,DIVIDEND,0.22
2020-10-29,DIVIDEND,0.21
2020-07-30,DIVIDEND,0.21
2020-04-29,DIVIDEND,0.21
2020-02-10,DIVIDEND,0.21
2019-10-30,DIVIDEND,0.2
2019-07-30,DIVIDEND,0.2
2019-04-29,DIVIDEND,0.2
2019-02-08,DIVIDEND,0.2
2018-10-30,DIVIDEND,0.195
2018-07-30,DIVIDEND,0.195
2018-04-27,DIVIDEND,0.195
2018-02-08,DIVIDEND,0.195
2017-10-30,DIVIDEND,0.175
2017-07-27,DIVIDEND,0.175
2017-04-26,DIVIDEND,0.175
2017-02-08,DIVIDEND,0.175
2016-10-27,DIVIDEND,0.165
