,action,value
2021-07-30,DIVIDEND,0.51
2021-04-30,DIVIDEND,0.51
2021-01-29,DIVIDEND,0.51
2020-10-30,DIVIDEND,0.51
2020-07-31,DIVIDEND,0.51
2020-05-01,DIVIDEND,0.51
2020-01-31,DIVIDEND,0.51
2019-11-01,DIVIDEND,0.51
2019-08-02,DIVIDEND,0.51
2019-05-03,DIVIDEND,0.45
2019-02-01,DIVIDEND,0.45
2018-11-02,DIVIDEND,0.45
2018-08-03,DIVIDEND,0.45
2018-05-04,DIVIDEND,0.32
2018-02-02,DIVIDEND,0.32
2017-11-03,DIVIDEND,0.32
2017-08-03,DIVIDEND,0.32
2017-04-27,DIVIDEND,0.16
2017-02-02,DIVIDEND,0.16
2016-11-03,DIVIDEND,0.16
