,action,value
2021-08-06,DIVIDEND,0.53
2021-05-07,DIVIDEND,0.53
2021-01-29,DIVIDEND,0.53
2020-11-06,DIVIDEND,0.53
2020-08-07,DIVIDEND,0.53
2020-05-08,DIVIDEND,0.66
2020-01-24,DIVIDEND,0.66
2019-12-27,DIVIDEND,1.95
2019-11-01,DIVIDEND,0.66
2019-08-02,DIVIDEND,0.66
2019-05-03,DIVIDEND,0.66
2019-01-25,DIVIDEND,0.66
2018-11-02,DIVIDEND,0.63
2018-08-03,DIVIDEND,0.63
2018-05-04,DIVIDEND,0.63
2018-01-26,DIVIDEND,0.63
2017-11-03,DIVIDEND,0.6
2017-08-03,DIVIDEND,0.6
2017-07-18,SPLIT,0.8084074373484236
2017-05-04,DIVIDEND,0.57397
2017-01-26,DIVIDEND,0.57397
2016-11-03,DIVIDEND,0.5093
