,action,value
2021-09-01,DIVIDEND,1.65
2021-06-02,DIVIDEND,1.65
2021-03-10,DIVIDEND,1.65
2020-12-02,DIVIDEND,1.5
2020-09-02,DIVIDEND,1.5
2020-06-03,DIVIDEND,1.5
2020-03-11,DIVIDEND,1.5
2019-12-04,DIVIDEND,1.36
2019-09-04,DIVIDEND,1.36
2019-06-05,DIVIDEND,1.36
2019-03-13,DIVIDEND,1.36
2018-11-28,DIVIDEND,1.03
2018-08-29,DIVIDEND,1.03
2018-05-30,DIVIDEND,1.03
2018-03-07,DIVIDEND,1.03
2017-11-29,DIVIDEND,0.89
2017-08-29,DIVIDEND,0.89
2017-05-30,DIVIDEND,0.89
2017-03-07,DIVIDEND,0.89
2016-11-29,DIVIDEND,0.69
