,action,value
2021-06-14,DIVIDEND,0.65
2021-06-03,SPLIT,0.9541984732824428
2021-03-12,DIVIDEND,0.62023
2020-12-14,DIVIDEND,0.65
2020-09-14,DIVIDEND,0.58206
2020-06-12,DIVIDEND,0.58206
2020-03-13,DIVIDEND,0.58206
2019-12-13,DIVIDEND,0.58206
2019-09-13,DIVIDEND,0.52481
2019-06-14,DIVIDEND,0.52481
2019-03-14,DIVIDEND,0.52481
2018-12-14,DIVIDEND,0.52481
2018-09-14,DIVIDEND,0.45802
2018-06-14,DIVIDEND,0.45802
2018-03-14,DIVIDEND,0.45802
2017-12-14,DIVIDEND,0.45802
2017-09-14,DIVIDEND,0.44847
2017-06-13,DIVIDEND,0.44847
2017-03-13,DIVIDEND,0.44847
2016-12-13,DIVIDEND,0.44847
2016-09-13,DIVIDEND,0.43893
