,action,value
2021-09-02,DIVIDEND,0.59
2021-06-03,DIVIDEND,0.59
2021-03-04,DIVIDEND,0.59
2020-12-03,DIVIDEND,0.53
2020-09-03,DIVIDEND,0.53
2020-06-04,DIVIDEND,0.53
2020-03-12,DIVIDEND,0.53
2020-03-02,SPLIT,0.7757951900698216
2019-12-05,DIVIDEND,0.41117
2019-09-05,DIVIDEND,0.41117
2019-06-06,DIVIDEND,0.41117
2019-03-07,DIVIDEND,0.41117
2018-12-06,DIVIDEND,0.41117
2018-09-06,DIVIDEND,0.41117
2018-06-07,DIVIDEND,0.34911
2018-03-08,DIVIDEND,0.34911
2017-12-07,DIVIDEND,0.34911
2017-09-07,DIVIDEND,0.34911
2017-06-07,DIVIDEND,0.31032
2017-03-08,DIVIDEND,0.31032
2016-12-07,DIVIDEND,0.31032
2016-09-07,DIVIDEND,0.24825
