,action,value
2021-06-24,DIVIDEND,1.2
2021-03-19,DIVIDEND,1.2
2020-12-22,DIVIDEND,1.2
2020-09-23,DIVIDEND,1.2
2020-06-19,DIVIDEND,1.17
2020-03-20,DIVIDEND,1.17
2019-12-18,DIVIDEND,1.17
2019-09-24,DIVIDEND,1.17
2019-06-20,DIVIDEND,1.14
2019-03-25,DIVIDEND,1.14
2018-12-19,DIVIDEND,1.14
2018-09-25,DIVIDEND,1.14
2018-06-21,DIVIDEND,1.14
2018-03-21,DIVIDEND,1.07
2017-12-20,DIVIDEND,1.07
2017-09-26,DIVIDEND,1.07
2017-06-21,DIVIDEND,1.04
2017-03-21,DIVIDEND,1.04
2016-12-20,DIVIDEND,1.04
2016-09-26,DIVIDEND,1.04
