,action,value
2021-06-03,DIVIDEND,4.13
2021-03-04,DIVIDEND,4.13
2020-12-03,DIVIDEND,3.63
2020-09-03,DIVIDEND,3.63
2020-06-04,DIVIDEND,3.63
2020-03-04,DIVIDEND,3.63
2019-12-05,DIVIDEND,3.3
2019-09-04,DIVIDEND,3.3
2019-06-05,DIVIDEND,3.3
2019-03-05,DIVIDEND,3.3
2018-12-06,DIVIDEND,3.13
2018-09-06,DIVIDEND,3.13
2018-06-06,DIVIDEND,2.88
2018-03-06,DIVIDEND,2.88
2017-12-01,DIVIDEND,2.5
2017-08-31,DIVIDEND,2.5
2017-06-01,DIVIDEND,2.5
2017-03-02,DIVIDEND,2.5
2016-12-08,DIVIDEND,2.29
