,action,value
2021-07-20,DIVIDEND,0.25
2021-04-20,DIVIDEND,0.25
2021-01-19,DIVIDEND,0.25
2020-10-20,DIVIDEND,0.2
2020-07-16,DIVIDEND,0.2
2020-04-16,DIVIDEND,0.2
2020-01-16,DIVIDEND,0.2
2019-10-21,DIVIDEND,0.164
2019-07-18,DIVIDEND,0.164
2019-04-17,DIVIDEND,0.164
2019-01-17,DIVIDEND,0.164
2018-11-19,DIVIDEND,0.126
2018-07-19,DIVIDEND,0.126
2018-04-19,DIVIDEND,0.126
2018-01-18,DIVIDEND,0.126
2017-11-08,DIVIDEND,0.105
2017-06-13,DIVIDEND,0.105
2017-04-04,DIVIDEND,0.105
2017-01-18,DIVIDEND,0.105
2016-11-01,DIVIDEND,0.095
