,action,value
2021-06-14,DIVIDEND,0.94
2021-03-12,DIVIDEND,0.94
2020-12-14,DIVIDEND,0.78
2020-09-14,DIVIDEND,0.78
2020-06-12,DIVIDEND,0.78
2020-03-12,DIVIDEND,0.78
2019-12-12,DIVIDEND,0.65
2019-09-12,DIVIDEND,0.65
2019-06-13,DIVIDEND,0.65
2019-03-14,DIVIDEND,0.65
2018-12-13,DIVIDEND,0.55
2018-09-13,DIVIDEND,0.55
2018-06-14,DIVIDEND,0.55
2018-03-14,DIVIDEND,0.55
2017-12-14,DIVIDEND,0.46
2017-09-14,DIVIDEND,0.46
2017-06-13,DIVIDEND,0.46
2017-03-13,DIVIDEND,0.46
2016-12-13,DIVIDEND,0.38
2016-09-13,DIVIDEND,0.38
