,action,value
2021-08-09,DIVIDEND,0.08
2021-05-07,DIVIDEND,0.08
2021-02-09,DIVIDEND,0.08
2020-12-11,SPLIT,0.6666666666666666
2020-11-09,DIVIDEND,0.086667
2020-11-09,SPLIT,0.6666666666666666
2020-08-07,DIVIDEND,0.053333
2020-05-08,DIVIDEND,0.053333
2020-02-07,DIVIDEND,0.08
2019-11-07,DIVIDEND,0.033333
2019-08-08,DIVIDEND,0.07
2019-05-09,DIVIDEND,0.07
2019-02-08,DIVIDEND,0.07
2018-12-11,SPLIT,0.6666666666666666
2018-11-08,DIVIDEND,0.062222
2018-08-09,DIVIDEND,0.062222
2018-05-09,DIVIDEND,0.062222
2018-02-08,DIVIDEND,0.062222
2017-11-09,DIVIDEND,0.044444
2017-08-08,DIVIDEND,0.051111
2017-05-08,DIVIDEND,0.051111
2017-02-08,DIVIDEND,0.051111
2016-11-08,DIVIDEND,0.044444
