,action,value
2021-07-08,DIVIDEND,0.44
2021-04-08,DIVIDEND,0.44
2021-01-07,DIVIDEND,0.44
2020-10-08,DIVIDEND,0.4
2020-07-08,DIVIDEND,0.4
2020-04-08,DIVIDEND,0.4
2020-01-08,DIVIDEND,0.4
2019-10-08,DIVIDEND,0.33
2019-07-08,DIVIDEND,0.33
2019-04-08,DIVIDEND,0.33
2019-01-08,DIVIDEND,0.33
2018-10-05,DIVIDEND,0.25
2018-07-06,DIVIDEND,0.25
2018-04-06,DIVIDEND,0.25
2018-01-08,DIVIDEND,0.25
2017-10-05,DIVIDEND,0.22
2017-07-05,DIVIDEND,0.22
2017-04-05,DIVIDEND,0.22
2017-01-05,DIVIDEND,0.22
2016-10-05,DIVIDEND,0.19
