,action,value
2021-08-12,DIVIDEND,0.85
2021-05-13,DIVIDEND,0.85
2021-02-11,DIVIDEND,0.85
2020-11-12,DIVIDEND,0.74
2020-08-13,DIVIDEND,0.74
2020-05-14,DIVIDEND,0.74
2020-02-13,DIVIDEND,0.74
2019-11-14,DIVIDEND,0.645
2019-08-14,DIVIDEND,0.645
2019-05-16,DIVIDEND,0.645
2019-02-14,DIVIDEND,0.645
2018-11-14,DIVIDEND,0.563
2018-08-14,DIVIDEND,0.563
2018-05-16,DIVIDEND,0.563
2018-02-14,DIVIDEND,0.563
2017-11-14,DIVIDEND,0.52
2017-08-11,DIVIDEND,0.52
2017-05-11,DIVIDEND,0.52
2017-02-13,DIVIDEND,0.52
2016-11-11,DIVIDEND,0.51
2016-11-10,DIVIDEND,0.51
