,action,value
2021-05-24,DIVIDEND,0.4
2021-02-24,DIVIDEND,0.4
2020-11-24,DIVIDEND,0.4
2020-08-24,DIVIDEND,0.38
2020-05-21,DIVIDEND,0.38
2020-02-24,DIVIDEND,0.38
2019-11-22,DIVIDEND,0.38
2019-08-23,DIVIDEND,0.295
2019-05-23,DIVIDEND,0.295
2019-02-22,DIVIDEND,0.295
2018-11-23,DIVIDEND,0.295
2018-08-23,DIVIDEND,0.21
2018-05-24,DIVIDEND,0.21
2018-02-23,DIVIDEND,0.21
2017-11-22,DIVIDEND,0.21
2017-08-23,DIVIDEND,0.16
2017-05-23,DIVIDEND,0.16
2017-02-22,DIVIDEND,0.16
2016-11-23,DIVIDEND,0.16
2016-11-22,DIVIDEND,0.16
