,action,value
2021-08-06,DIVIDEND,1.09
2021-05-06,DIVIDEND,0.99
2021-02-04,DIVIDEND,0.99
2020-11-05,DIVIDEND,0.94
2020-08-06,DIVIDEND,0.94
2020-05-07,DIVIDEND,0.94
2020-02-06,DIVIDEND,0.94
2019-10-31,DIVIDEND,0.94
2019-08-02,DIVIDEND,0.94
2019-05-02,DIVIDEND,0.86
2019-02-01,DIVIDEND,0.86
2018-11-01,DIVIDEND,0.8
2018-08-03,DIVIDEND,0.8
2018-05-03,DIVIDEND,0.72
2018-02-01,DIVIDEND,0.72
2017-11-02,DIVIDEND,0.61
2017-08-03,DIVIDEND,0.61
2017-05-03,DIVIDEND,0.61
2017-02-01,DIVIDEND,0.61
2016-11-02,DIVIDEND,0.59
