,action,value
2021-06-11,DIVIDEND,0.54
2021-03-05,DIVIDEND,0.54
2020-12-30,DIVIDEND,0.44
2020-09-11,DIVIDEND,0.4
2020-06-05,DIVIDEND,0.4
2020-03-06,DIVIDEND,0.4
2019-12-30,DIVIDEND,0.4
2019-09-06,DIVIDEND,0.36
2019-06-07,DIVIDEND,0.36
2019-03-08,DIVIDEND,0.36
2018-12-28,DIVIDEND,0.36
2018-09-07,DIVIDEND,0.36
2018-06-08,DIVIDEND,0.36
2018-03-09,DIVIDEND,0.36
2017-12-28,DIVIDEND,0.36
2017-09-08,DIVIDEND,0.36
2017-06-08,DIVIDEND,0.33
2017-03-09,DIVIDEND,0.33
2016-12-28,DIVIDEND,0.33
2016-09-08,DIVIDEND,0.33
